REPORT_NO,STATUS_FLAG,DEPT_CD,DEPT_NM,FLAW_GBN,REPORT_DT,INPUT_DT,PLANT_CD,PROCESS_CD,ITEM_CD,ITEM_GROUP_CD,FLAW_QTY,TYPE_CD,LOSS_MH,BP_CD,PAR_ITEM_CD,OUT_HOGI,ISSUE_DT,REMARK,INIT_QA_YN,REL_DEPT_YN,REL_DEPT_CD,CLAIM_YN,PART_COST,LABOR_COST,CLAIM_AMT,FINAL_CLAIM_AMT,DECIDE_RESULT,FLAW_STATE,ACT_RESULT,REL_DEPT_DT,REL_DEPT_COMMENT,CAP_YN,CAP_ACTION,QA_COMMENT,DECIDE_YN,DECIDE_DT,SIGN_YN,SIGN_DT,FINAL_YN,FINAL_DT,INSRT_USER_ID,INSRT_DT,UPDT_USER_ID,UPDT_DT,REG_DT,BIZ_DT,USE_ITEM_SEQ
QA2603155,P20,SH22101000,생산팀(특장),QC,2026-03-13 00:00:00,2026-03-16 00:00:00,SA00,A02,6400005-1530000,DC106,1.00,E,0,9010100117,E1D1-0000000-00,338,,,,Y,SH11610100,N,0.00,0.00,0.00,0.00,,콤프 온도센서 불량(시동꺼짐),재고분 선투입완료후 업체 센서입고요청함-구매팀(수입품)-입고완료후 자재반납함.,,,N,,,Y,2026-04-18 10:44:15.850000,,,N,,422001,2026-03-16 09:55:29.170000,499162,2026-04-18 10:44:15.850000,2026-03-19 08:55:51.310000,,
QA2603156,P20,SH22101000,생산팀(특장),QC,2026-03-13 00:00:00,2026-03-16 00:00:00,SA00,A02,D2B3-2005000-02,ZZZZZ,1.00,A,0,3018133096,E1D1-0000000-00,340,,,,Y,SH11231200,N,0.00,0.00,0.00,0.00,,"링크와 실린더 페인트 제거해도 안들어감.LINK 내측가공불량.S:65+0.5~1mm, A:64.5mm",사내업체(설우기계) LINK 수정조치완료.,2026-03-25 00:00:00,"XXX XXX XXX XXX
XXX XXX 65 +0.5~ 1, XXX 165 -0.2~0.5임",N,,,Y,2026-04-18 10:46:42.030000,,,N,,422001,2026-03-16 09:57:07.267000,499162,2026-04-18 10:46:42.030000,2026-03-16 13:51:48.690000,,
QA2603157,P20,SH22101000,생산팀(특장),QC,2026-03-13 00:00:00,2026-03-16 00:00:00,SA00,A07,T1I3-7A43307-04,AT105,1.00,E,0,1308687694,T1I1-MPPV000-00,596,,,,Y,SH11231200,N,0.00,0.00,0.00,0.00,,배터리 - 케이블 +용 단자 체결,재고분 배터리단자 선교체완료.,,,N,,,Y,2026-04-18 10:47:01.467000,,,N,,422001,2026-03-16 10:00:57.720000,499162,2026-04-18 10:47:01.467000,2026-03-16 13:51:48.690000,,
QA2603158,P20,SH11610100,품질관리팀,QO,2026-03-05 00:00:00,2026-03-05 00:00:00,SH00,H01,,CX205,0.00,Y,0,,J11000,4664,2026-03-05 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,,,,,N,,,Y,2026-04-27 11:44:07.660000,N,,N,,213068,2026-03-16 14:20:22.260000,213068,2026-04-27 11:44:07.660000,,,
QA2603159,P15,SH23101000,고객지원팀(특장),AS,2026-03-13 00:00:00,2026-03-17 00:00:00,SA00,,ES07700,,1.00,E,1,7712201447,A530000,65,2025-01-09 00:00:00,,N,Y,SH11610100,Y,320000.00,170000.00,490000.00,0.00,,1.사용환경 및 작업내용 - 금산군 활선작업 2.접수 및 클레임 내용 - 간헐적 암붐 회전 불능(에러 37번 19회 누적),1.점검내용 - 암붐/버켓 조이스틱 점검 - 헤드붐 내측 용접 상태 점검 2.문제점 - 암붐/ 버켓 조이스틱 불량 3.조치내용 - 암붐/ 버켓 조이스틱 교환 세팅,,,Y,,,N,,,,N,,222008,2026-03-17 08:06:32.863000,222008,2026-03-17 08:15:32.530000,,,1
QA2603160,P15,SH23101000,고객지원팀(특장),AS,2026-03-17 00:00:00,2026-03-17 00:00:00,SA00,,JE07900,,1.00,D,1,4138106136,D700000,27,2025-07-31 00:00:00,,N,Y,SH11610100,Y,1065000.00,165000.00,1230000.00,0.00,,1.사용환경 및 작업내용  -인천 송도역 레미안 옹벽작업  2.접수 및 클레임 내용  -파워헤드 우회전 밸브가 너무 잘 움직여서 중립잡기가 힘듬.,1.점검내용  -죠이스틱2연밸브 점검.  2.문제점  -죠이스틱 2연밸브에 베어링이 안보임.  3.조치내용  -죠이스틱 2연밸브 베어링이 스크류속에 파 묻혀서 정상작동을 하지 못함. 교체 후 정상작동 확인. 교체품은 부적합 처리함.,,,Y,,,N,,,,N,,222008,2026-03-17 08:10:34.377000,222008,2026-03-17 08:16:29.203000,,,1
QA2603161,P20,SH11610100,품질관리팀,QO,2026-03-16 00:00:00,2026-03-17 00:00:00,SH00,H01,,CX202,0.00,Y,0,,C0027284,T0250,2026-03-16 08:52:44,,N,N,,N,0.00,0.00,0.00,0.00,,,,,,N,,,Y,2026-04-27 11:44:14.890000,N,,N,,222009,2026-03-17 08:53:02.253000,213068,2026-04-27 11:44:14.890000,,,
QA2603162,P20,SH11610100,품질관리팀,QO,2026-03-16 00:00:00,2026-03-17 00:00:00,SH00,H01,,CX205,0.00,Y,0,,J11000,4668,2026-03-16 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,,,,,N,,,Y,2026-04-27 11:44:32.237000,N,,N,,222009,2026-03-17 08:53:02.267000,213068,2026-04-27 11:44:32.237000,,,
QA2603163,P20,SH11610100,품질관리팀,QO,2026-03-17 00:00:00,2026-03-17 00:00:00,SH00,H03,,CX103,0.00,Y,0,,C0028892,759,2026-03-17 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,,,,,N,,,Y,2026-04-27 11:44:41.767000,N,,N,,213068,2026-03-17 16:40:44.967000,213068,2026-04-27 11:44:41.767000,,,
QA2603164,P20,SH11610100,품질관리팀,QO,2026-03-17 00:00:00,2026-03-17 00:00:00,SH00,H01,,CX104,0.00,Y,0,,C0028763,70,2026-03-17 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,,,,,N,,,Y,2026-04-27 11:44:48.233000,N,,N,,213068,2026-03-17 16:40:44.983000,213068,2026-04-27 11:44:48.233000,,,
QA2603165,P20,SH22101000,생산팀(특장),QC,2026-03-13 00:00:00,2026-03-17 00:00:00,SA00,A03,SA19600,OE901,1.00,D,0,1208603173,WC10000000,87,,클래임,,Y,SH11610100,N,0.00,0.00,0.00,0.00,,탱크 레밸게이지누유,업체는재고가없고 부품팀에 재고가있어 선 투입 게이지누유로 #57 #87 2번 현장 수정교체작업으로 패널티 처리,,,N,,,Y,2026-05-07 15:31:34.370000,,,N,,422001,2026-03-17 16:59:40.437000,421029,2026-05-07 15:31:34.370000,2026-03-19 09:06:28.653000,,
QA2603166,P20,SH22101000,생산팀(특장),QC,2026-03-16 00:00:00,2026-03-18 00:00:00,SA00,A07,WR27000,OE201,1.00,E,0,4018122865,WC10000000,87,,,,Y,SH11610100,N,0.00,0.00,0.00,0.00,,차량후방카메라 작동불능-배선이상무,타타대우 서비스요청-관련 정비소 입고점검 및 수리진행예정(구매팀)-조치완료,,,N,,,Y,2026-04-18 10:48:14.057000,,,N,,422001,2026-03-18 08:15:36.867000,499162,2026-04-18 10:48:14.057000,2026-04-07 09:07:48.033000,,
QA2603167,P20,SH22101000,생산팀(특장),QC,2026-03-16 00:00:00,2026-03-18 00:00:00,SA00,A02,D423372E,ZZZZZ,4.00,P,0,1248131958,D040000,207~210,,,,Y,SH24101000,N,0.00,0.00,0.00,0.00,,"경유탱크 커버 변형심함-연료게이지 확인창 슬롯 절단부 변형됨.레이저 절단시,쇼트도장후 변형됨",천공기 개발팀 탱크커버 내측 연료게이지 확인창 슬롯 절단부 양쪽 보강대 취부 개선요청함. 이전 개선요청건 안됨. 도면설변후 자작수정요청함.*JD-1300E TANK COVER 동일,,,N,,,Y,2026-04-18 10:50:07.020000,,,N,,422001,2026-03-18 08:16:39.280000,499162,2026-04-18 10:50:07.020000,2026-03-19 09:06:13.483000,,
QA2603169,P20,SH22101000,생산팀(특장),QC,2026-03-16 00:00:00,2026-03-18 00:00:00,SA00,A01,A023201E,ZZZZZ,1.00,A,0,1248131958,A02MP00,19,,,,Y,SH22101000,N,0.00,0.00,0.00,0.00,,프레임 하부밸브 스탠드 조립부 단품9번 BKT 홀 TAP 가공 누락-홀가공됨,자작불량으로 구도면으로 작업된 것으로 확인됨. 조립라인 맞볼트 작업 진행함,,,N,,,Y,2026-04-18 10:50:29.883000,,,N,,422001,2026-03-18 08:21:21.117000,499162,2026-04-18 10:50:29.883000,2026-03-18 13:20:06.037000,,
QA2603170,P20,SH22101000,생산팀(특장),QC,2026-03-16 00:00:00,2026-03-18 00:00:00,SA00,A01,A043101C,AT101,1.00,B,0,1378127519,A06SH00,32,,클레임-재도장비용,,Y,SH11231200,N,0.00,0.00,0.00,0.00,,"프레임 용접스패터 미제거 및 용접불량,",업체(에스틸) 내용전달했으며 용접불량건도 발생하여 방문수정조치완료-3/20일 재도장 비용 패널티처리예정,,,N,,,Y,2026-04-18 10:50:54.100000,,,N,,422001,2026-03-18 09:01:36.813000,499162,2026-04-18 10:50:54.100000,2026-03-18 13:20:06.037000,,
QA2603171,P20,SH22101000,생산팀(특장),QC,2026-03-17 00:00:00,2026-03-18 00:00:00,SA00,A07,WR27000,OE201,1.00,E,0,4018122865,WC10000000,87,,,,Y,SH11610100,N,0.00,0.00,0.00,0.00,,엔진이상경고등 점등됨,금일 타타대우 내방시 상기건 점검후 수리조치완료,,,N,,,Y,2026-04-18 10:51:08.297000,,,N,,422001,2026-03-18 09:03:15.287000,499162,2026-04-18 10:51:08.297000,2026-03-24 14:48:22.493000,,
QA2603173,P20,SH22101000,생산팀(특장),QC,2026-03-17 00:00:00,2026-03-18 00:00:00,SA00,A01,A021206A,ZZZZZ,1.00,B,30,3320703029,A02MP00,19,,클레임,,Y,SH11231200,N,0.00,0.00,0.00,0.00,,호스가이드 환봉 내측 환봉 용접누락,공정 지연으로 현장 환봉 용접수정조치함. 업체내용전달후 공수 패널티처리함.,,,N,,,Y,2026-04-18 10:51:20.223000,,,N,,422001,2026-03-18 09:09:00.433000,499162,2026-04-18 10:51:20.223000,2026-03-18 13:20:06.037000,,
QA2603174,P20,SH22101000,생산팀(특장),QC,2026-03-17 00:00:00,2026-03-18 00:00:00,SA00,A01,A021206A,ZZZZZ,1.00,Q,0,1248131958,A02MP00,19,,,,Y,SH24103000,N,0.00,0.00,0.00,0.00,,호스가이드 단품 8번  TELE CYL' 용접비드 간섭됨, 타기종 설변후 MP-260 단품 용접비드 간섭부 누락됨.현장수정조치완료. 설변요청,,,N,,,Y,2026-04-18 10:51:34.777000,,,N,,422001,2026-03-18 09:12:19.347000,499162,2026-04-18 10:51:34.777000,2026-03-18 13:20:06.037000,,
QA2603175,P20,SH22101000,생산팀(특장),QC,2026-03-17 00:00:00,2026-03-18 00:00:00,SA00,A01,A021201D,ZZZZZ,1.00,A,0,1248131958,A02MP00,19,,,,Y,SH22101000,N,0.00,0.00,0.00,0.00,,"1단BOOM RET WIRE HOLE 작게 가공되어 WIRE 안들어감. 단품 HOLE 불량.S:21파이, A:19파이",가공라인 단품가공불량으로 수정조치완료 ,,,N,,,Y,2026-04-18 10:51:50.410000,,,N,,422001,2026-03-18 09:13:23.307000,499162,2026-04-18 10:51:50.410000,2026-03-18 13:20:06.037000,,
QA2603176,P20,SH11610100,품질관리팀,QO,2026-03-18 00:00:00,2026-03-18 00:00:00,SH00,H01,,CX202,0.00,Y,0,,C0027284,T0245,2026-03-18 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,특이사항 없음,,,,N,,,Y,2026-04-27 11:44:53.850000,N,,N,,213068,2026-03-18 16:52:04.433000,213068,2026-04-27 11:44:53.850000,,,
QA2603177,P20,SH11610100,품질관리팀,QO,2026-03-18 00:00:00,2026-03-18 00:00:00,SH00,H01,,CX205,0.00,Y,0,,J11000,4669,2026-03-18 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,특이사항 없음,,,,N,,,Y,2026-04-27 11:44:58.883000,N,,N,,213068,2026-03-18 16:52:04.450000,213068,2026-04-27 11:44:58.883000,,,
QA2603178,P20,SH11610100,품질관리팀,QO,2026-03-18 00:00:00,2026-03-18 00:00:00,SH00,H01,,CX105,0.00,Y,0,,C0028826,136,2026-03-18 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,특이사항 없음,,,,N,,,Y,2026-04-27 11:45:03.793000,N,,N,,213068,2026-03-18 16:52:04.467000,213068,2026-04-27 11:45:03.793000,,,
QA2603179,P15,SH23101000,고객지원팀(특장),AS,2026-03-17 00:00:00,2026-03-19 00:00:00,SA00,,AW81100,ZZZZZ,2.00,D,1,5032559793,A710000,4,2024-11-14 00:00:00,,N,Y,SH11610100,Y,82000.00,285000.00,367000.00,0.00,,1.사용환경 및 작업내용 - 포항시 활선작업 2.접수 및 클레임 내용 - 버켓에서 붐 상승 또는 인출 조작 시 조이스틱 에러 발생되며 장비 멈춤 - 간헐적 2단붐 인출 불능 - 전방  조수석/ 후방 조수석쪽 잭 자연 하강 또는 작업중 인입되어 전복 위험 - 작동유 레벨게이지 MIN 아래에 위치,"1.점검내용 - 버켓에 붐 조이스틱 에러 건 테스트 - 간헐적 2단붐 인출 불능 건 테스트 - 잭 더블 파일롯 체크 밸브 점검 - 작동유양 점검 2.문제점 - 버켓에 FSG사 붐 제어용 조이스틱 불량 - 간헐적 2단붐 인출 불능 건 길이센서 케이스 파손 - 잭 더블 파일롯 체크밸브 플로우맥사 제품 사용중이며 전방 조수석쪽 체크밸브는 O-RING 손상 확인 - 작동유양 부족 3.조치내용 - 버켓에 FSG사 붐 제어용 조이스틱 교환 세팅 - 간헐적 2단붐 인출 불능 건 2단붐 길이센서 교환(부적합품 파손 폐기, 파손 사진 첨부) - 전방 조수석/ 후방 조수석쪽 잭 체크밸브 익산유압사 제품으로 교환 - 작동유 15L 보충",,,N,,,N,,,,N,,222008,2026-03-19 08:51:44.623000,222008,2026-03-19 09:02:35.617000,,,1
QA2603180,P15,SH23101000,고객지원팀(특장),AS,2026-03-17 00:00:00,2026-03-19 00:00:00,SA00,,ES12000,,1.00,,1,5032559793,A710000,4,2024-11-14 00:00:00,,N,Y,SH11610100,Y,925000.00,315000.00,1240000.00,0.00,,1.사용환경 및 작업내용 - 포항시 활선작업 2.접수 및 클레임 내용 - 버켓에서 붐 상승 또는 인출 조작 시 조이스틱 에러 발생되며 장비 멈춤 - 간헐적 2단붐 인출 불능 - 전방  조수석/ 후방 조수석쪽 잭 자연 하강 또는 작업중 인입되어 전복 위험 - 작동유 레벨게이지 MIN 아래에 위치,"1.점검내용 - 버켓에 붐 조이스틱 에러 건 테스트 - 간헐적 2단붐 인출 불능 건 테스트 - 잭 더블 파일롯 체크 밸브 점검 - 작동유양 점검 2.문제점 - 버켓에 FSG사 붐 제어용 조이스틱 불량 - 간헐적 2단붐 인출 불능 건 길이센서 케이스 파손 - 잭 더블 파일롯 체크밸브 플로우맥사 제품 사용중이며 전방 조수석쪽 체크밸브는 O-RING 손상 확인 - 작동유양 부족 3.조치내용 - 버켓에 FSG사 붐 제어용 조이스틱 교환 세팅 - 간헐적 2단붐 인출 불능 건 2단붐 길이센서 교환(부적합품 파손 폐기, 파손 사진 첨부) - 전방 조수석/ 후방 조수석쪽 잭 체크밸브 익산유압사 제품으로 교환 - 작동유 15L 보충",,,N,,,N,,,,N,,222008,2026-03-19 09:01:50.797000,222008,2026-03-19 09:02:45.830000,,,1
QA2603181,P20,SH22101000,생산팀(특장),QC,2026-03-17 00:00:00,2026-03-19 00:00:00,SA00,A02,DR12900,ZZZZZ,1.00,B,60,6158528073,D040000,207,,클레임,,Y,SH11610100,N,0.00,0.00,0.00,0.00,,가이드 스윙실린더 조립안됨 실린더 불량. 뒤집어서 조립하면 조립됨. 실린더 PIN 조립부 PLATE 용접변형됨,투입분 교체현장조치함. 탈거분 업체화물발송 원인파악후 수정입고완료.현장 확인점검 및 교체공수 패널티처리예정,,,N,,,Y,2026-04-18 10:52:06.660000,,,N,,422001,2026-03-19 14:47:56.647000,499162,2026-04-18 10:52:06.660000,2026-03-25 10:56:07.413000,,
QA2603182,P20,SH22101000,생산팀(특장),QC,2026-03-17 00:00:00,2026-03-19 00:00:00,SA00,A01,T1I850MPH-02-V,AT105,1.00,B,0,3128180264,T1I1-MPPV000-00,598,,,,Y,SH11231200,N,0.00,0.00,0.00,0.00,,후드 렛치 고정브라켓 용접불량-도어 렛치간섭됨,업체(대신기업) 익일방문 확인후 반출수정입고완료,,,N,,,Y,2026-04-18 10:52:22.150000,,,N,,422001,2026-03-19 14:49:23.600000,499162,2026-04-18 10:52:22.150000,2026-03-19 16:23:27.170000,,
QA2603184,P20,SH22101000,생산팀(특장),QC,2026-03-17 00:00:00,2026-03-19 00:00:00,SA00,A01,A0222MPPV-02-V,AT110,1.00,O,0,1408131509,A02MP00,19,,,,Y,SH11231200,N,0.00,0.00,0.00,0.00,,"경유탱크 플랜지 볼트가 다크로 2SEMS로 조립 됐었으나, 십자머리 아연도금 2SEMS로 조립되어 투입됨",현장 수정조치완료-구매팀 담당자 업체(서린메탈) 조립도 확인 및 사용볼트사양 내용전달요청함,,,N,,,Y,2026-04-18 10:52:40.190000,,,N,,422001,2026-03-19 14:52:00.863000,499162,2026-04-18 10:52:40.190000,2026-03-19 16:23:27.170000,,
QA2603185,P20,SH22101000,생산팀(특장),QC,2026-03-17 00:00:00,2026-03-19 00:00:00,SA00,A01,T1N3-2305000-01,AT501,3.00,B,0,3320703029,T1I1-MPPV000-00,596~598,,클레임-재도장비용,,Y,SH11231200,N,0.00,0.00,0.00,0.00,,"턴테이블 상부커버 볼트홀 불량. 커버길이불량 S:1253mm, A:1288mm",업체 커버  신규제작 입고완료(3/23일)-재도장비용 패널티 처리예정,,,N,,,Y,2026-04-18 10:52:52.857000,,,N,,422001,2026-03-19 14:52:56.487000,499162,2026-04-18 10:52:52.857000,2026-03-24 09:13:11.500000,,
QA2603186,P20,SH22101000,생산팀(특장),QC,2026-03-17 00:00:00,2026-03-19 00:00:00,SA00,A04,A521710,ZZZZZ,4.00,D,0,1301932412,A760000,1~4,,개발장비건,,Y,SH11231200,N,0.00,0.00,0.00,0.00,,아웃트리거블록 O-RING가공부 불량.-한쪽으로 치우쳐 가공됨,업체수웅정밀 신제작하여 익일오전 납품완료 재고분 포함 총19개 불량,,,N,,,Y,2026-04-18 14:09:22.920000,,,N,,422001,2026-03-19 14:53:56.597000,499162,2026-04-18 14:09:22.920000,2026-03-23 10:23:11.127000,,
QA2603187,P20,SH22101000,생산팀(특장),QC,2026-03-18 00:00:00,2026-03-19 00:00:00,SA00,A02,D423413A,ZZZZZ,4.00,B,0,1618101002,D040000,207~210,,,,Y,SH11610100,N,0.00,0.00,0.00,0.00,,"머플러 밸로우즈 엔진 엘보파이프 조립불가. -벨로우즈 용접변형으로 내경치수불량S:102+0~1mm,A:100.5~101.5mm재고분포함18EA",업체 벨로우즈 금일업체반출 수정입고요청.입고분 확인후 투입완료,,,N,,XXX XXX XXX 102XXX JIG XXX XXX XXX XXX ,Y,2026-04-18 10:54:24.447000,,,N,,422001,2026-03-19 14:54:55.623000,499162,2026-04-18 10:54:24.447000,2026-03-19 16:22:53.953000,,
QA2603188,P20,SH22101000,생산팀(특장),QC,2026-03-18 00:00:00,2026-03-19 00:00:00,SA00,A02,DR17900A,,1.00,B,0,1238147990,D040000,207,,,,Y,SH11610100,N,0.00,0.00,0.00,0.00,,리시버탱크 레벨게이지 용접부 누유,업체방문수정 요청후 조치완료(3/19일),,,N,,,Y,2026-04-18 10:54:49.610000,,,N,,422001,2026-03-19 14:56:09.867000,499162,2026-04-18 10:54:49.610000,2026-03-19 16:22:53.953000,,
QA2603189,P20,SH22101000,생산팀(특장),QC,2026-03-18 00:00:00,2026-03-19 00:00:00,SA00,A01,A021207B,ZZZZZ,1.00,Q,0,1248131958,A02MP00,19,,,,Y,SH24103000,N,0.00,0.00,0.00,0.00,,BOOM 최대인입시 4단하단부 REST 3단 BOOM에 간섭됨,"4단붐 하단 REST 설계팀 수정시방도 요청. 현장수정 조치함1,2단 EXT'WIRE,RET'WIRE 길이재셋팅 도면설변 필요함.현장 확인요청",,,N,,,Y,2026-04-18 10:55:06.477000,,,N,,422001,2026-03-19 14:59:57.760000,499162,2026-04-18 10:55:06.477000,2026-03-24 09:13:11.500000,,
QA2603190,P20,SH22101000,생산팀(특장),QC,2026-03-18 00:00:00,2026-03-19 00:00:00,SA00,A01,T4N3-1299000-05,AT501,1.00,M,0,1248131958,A02MP00,19,,,,Y,SH00000000,N,0.00,0.00,0.00,0.00,,2단붐 측면 더스트 커버 불량.업체 도면 REV 이전04번으로 제작 입고됨.설변도면 REV 05번 발주진행되었으나 업체도면 미배포됨,업체 신규제작 입고완료.-관련부서 설변도면 배포요청 및 공용 기종별 BOM 확인요청함,2026-03-25 00:00:00,"XXX / 외주구매팀 XXX XXX XXX XXX XXX XXX 
(XXX XXX XXX) - 수산세보틱스 (XXX)로 XXX XXX",N,,,Y,2026-04-18 10:56:16.960000,,,N,,422001,2026-03-19 15:00:39.307000,499162,2026-04-18 10:56:16.960000,2026-03-23 14:23:11.317000,,
QA2603191,P20,SH11610100,품질관리팀,QO,2026-03-19 00:00:00,2026-03-19 00:00:00,SH00,H03,,CX103,0.00,Y,0,,C0028892,761,2026-03-19 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,특이사항 없음,,,,N,,,Y,2026-04-27 11:45:09.143000,N,,N,,213068,2026-03-19 16:16:29.870000,213068,2026-04-27 11:45:09.143000,,,
QA2603192,P20,SH11610100,품질관리팀,QO,2026-03-19 00:00:00,2026-03-19 00:00:00,SH00,H03,,CX205,0.00,Y,0,,C0028714,4899,2026-03-19 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,특이사항 없음,,,,N,,,Y,2026-04-27 11:45:13.987000,N,,N,,213068,2026-03-19 16:16:29.887000,213068,2026-04-27 11:45:13.987000,,,
QA2603193,P15,SH11610100,품질관리팀,QO,2026-03-20 00:00:00,2026-03-20 00:00:00,SA00,,,DC108,1.00,D,0,,D490000,83,,,N,N,,N,0.00,0.00,0.00,0.00,,플러싱 에어 압력이 하강했다가 상승함(언로딩 밸브 확인 필요),,,,N,,,N,,N,,N,,421030,2026-03-20 15:17:43.100000,421030,2026-03-20 15:17:43.100000,,,
QA2603194,P15,SH23101000,고객지원팀(특장),AS,2026-03-10 00:00:00,2026-03-10 00:00:00,SA00,,AW67500,,1.00,D,1,6128500343,Z5P1-SS00000-00,819,2024-11-05 00:00:00,25년 9월경 누유로 인한 교체 진행 후 재발생,N,N,,Y,1044000.00,145000.00,1189000.00,0.00,,1.사용환경 및 작업내용 삼성중공업 도장부 2.접수 및 클레임 내용 25년 9월 메인펌프 누유로 발생으로 교환 2차 누유 발생 ,1.점검내용 메인펌프 누유 2.문제점 메인펌프 샤프트 리테이너부 누유 3.조치내용 메인펌프 교환,,,N,,,N,,,,N,,222008,2026-03-23 16:17:26.850000,222008,2026-03-23 16:21:31.597000,,,1
QA2603195,P20,SH11610100,품질관리팀,QO,2026-03-23 00:00:00,2026-03-23 00:00:00,SH00,H03,,,0.00,Y,0,,C0002693,30,2026-03-23 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,특이사항 없음,,,,N,,,Y,2026-04-27 11:45:18.437000,N,,N,,213068,2026-03-23 16:58:00.237000,213068,2026-04-27 11:45:18.437000,,,
QA2603196,P20,SH11610100,품질관리팀,QO,2026-03-23 00:00:00,2026-03-23 00:00:00,SH00,H01,,,0.00,Y,0,,C0027284,T0246,2026-03-23 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,특이사항 없음,,,,N,,,Y,2026-04-27 11:45:23.260000,N,,N,,213068,2026-03-23 16:58:00.253000,213068,2026-04-27 11:45:23.260000,,,
QA2603197,P20,SH11610100,품질관리팀,QO,2026-03-23 00:00:00,2026-03-23 00:00:00,SH00,H03,,,0.00,Y,0,,C0002710,58,2026-03-23 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,특이사항 없음,,,,N,,,Y,2026-04-27 11:45:27.747000,N,,N,,213068,2026-03-23 16:58:00.270000,213068,2026-04-27 11:45:27.747000,,,
QA2603198,P20,SH11610100,품질관리팀,QO,2026-03-23 00:00:00,2026-03-23 00:00:00,SH00,H01,,,0.00,Y,0,,J11000,4670,2026-03-23 00:00:00,,N,N,,N,0.00,0.00,0.00,0.00,,특이사항 없음,,,,N,,,Y,2026-04-27 11:45:32.423000,N,,N,,213068,2026-03-23 16:58:00.283000,213068,2026-04-27 11:45:32.423000,,,
QA2603199,P20,SH22101000,생산팀(특장),QC,2026-03-19 00:00:00,2026-03-24 00:00:00,SA00,A01,A562146D,ZZZZZ,11.00,Q,0,1248131958,A760000,1~11,,개발장비건,,Y,SH24104000,N,0.00,0.00,0.00,0.00,,2단붐 상단 절단부 ROLLER BKT 간섭됨,ROLLER BKT 단품 3번 간섭부 현장수정조치완료. 특장개빌팀 설변요청함,,,N,,,Y,2026-04-18 10:57:11.903000,,,N,,422001,2026-03-24 11:19:59.657000,499162,2026-04-18 10:57:11.903000,2026-03-24 14:41:05.170000,,
QA2603201,P20,SH22101000,생산팀(특장),QC,2026-03-20 00:00:00,2026-03-24 00:00:00,SA00,A01,A681505,ZZZZZ,11.00,Q,0,1248131958,A760000,1~11,,개발장비건,,Y,SH24104000,N,0.00,0.00,0.00,0.00,,탱크 상부 커버 보강대 에어브리더와 간섭되며 호스 조립 불가,탱크 상부커버 간섭부 현장수정 조치후 설변요청함,,,N,,,Y,2026-04-18 10:57:35.293000,,,N,,422001,2026-03-24 11:24:53.843000,499162,2026-04-18 10:57:35.293000,2026-03-24 14:41:05.170000,,
QA2603202,P20,SH22101000,생산팀(특장),QC,2026-03-20 00:00:00,2026-03-24 00:00:00,SA00,A02,D4B2-1600000-00,ZZZZZ,1.00,Q,0,1248131958,E1D1-0000000-00,337,,,,Y,SH24101000,N,0.00,0.00,0.00,0.00,,장비 천공 테스트중 드리프터 누유되어 작업 중단 씰 사용 불량,드리프트#447~448가 누유 현상이 있어서 수정. SEAL 사양개선품 현재 누유된#446도 탈거해서 수정-SA 개발팀 교체작업진행함.,,,N,,,Y,2026-04-18 10:57:49.300000,,,N,,422001,2026-03-24 11:26:12.400000,499162,2026-04-18 10:57:49.300000,2026-03-31 15:41:22.587000,,
QA2603203,P20,SH22101000,생산팀(특장),QC,2026-03-20 00:00:00,2026-03-24 00:00:00,SA00,A02,DR24000,ZZZZZ,1.00,D,0,1248131958,E1D1-0000000-00,339,,,,Y,SH00000000,N,0.00,0.00,0.00,0.00,,쿨러 패키지 카트리지 불량(이물질 내부 과다발생),카트리지 교체후 압력세팅시 흔들림으로 V/V ASS'Y 재고분 교체후 정상작동함. 패키지 V/V교체후 댐퍼블럭(DR37200) 작동불능됨. 댐퍼블럭으로 이물질 옮겨간듯함.  댐퍼블럭도 신품교체후 정상작동함.업체(썬하이드로닉스) 발송 원인분석요청.  확인결과 업체 V/V 알루미늄 재질이 아님 판명됨. 원인불명 쇠가루 이물질임.펌프 내부 이물질인지 파악안됨. ,,,N,,,Y,2026-04-18 10:58:56.920000,,,N,,422001,2026-03-24 11:31:15.770000,499162,2026-04-18 10:58:56.920000,2026-03-31 09:52:25.933000,,
